concept_id,concept_code,concept_name,vocabulary_id,fluid,category
35414909,OMOP1148494,100 ML Sodium Chloride 9 MG/ML Injection Box of 1 by Braun,RxNorm Extension,ns,saline
35414966,OMOP1148551,100 ML Sodium Chloride 9 MG/ML Injection Box of 1 by Maco,RxNorm Extension,ns,saline
2903017,OMOP5119868,100 ML sodium chloride 9 MG/ML Injection Box of 2,RxNorm Extension,ns,saline
35414891,OMOP1148476,100 ML Sodium Chloride 9 MG/ML Injection Box of 20,RxNorm Extension,ns,saline
35414998,OMOP1148583,100 ML Sodium Chloride 9 MG/ML Injection Box of 20 by Braun,RxNorm Extension,ns,saline
43286825,OMOP567098,100 ML Sodium Chloride 9 MG/ML Injection Box of 24,RxNorm Extension,ns,saline
43264982,OMOP567100,100 ML Sodium Chloride 9 MG/ML Injection Box of 24 by Baxter,RxNorm Extension,ns,saline
43297591,OMOP567089,100 ML Sodium Chloride 9 MG/ML Injection Box of 40,RxNorm Extension,ns,saline
43259555,OMOP567101,100 ML Sodium Chloride 9 MG/ML Injection Box of 40 by Fresenius,RxNorm Extension,ns,saline
43292207,OMOP567102,100 ML Sodium Chloride 9 MG/ML Injection Box of 48,RxNorm Extension,ns,saline
43276022,OMOP567103,100 ML Sodium Chloride 9 MG/ML Injection Box of 48 by Baxter,RxNorm Extension,ns,saline
36896374,OMOP1005039,100 ML Sodium Chloride 9 MG/ML Injection Box of 50,RxNorm Extension,ns,saline
35414858,OMOP1148443,100 ML Sodium Chloride 9 MG/ML Injection Box of 50 by Baxter,RxNorm Extension,ns,saline
43292208,OMOP567104,100 ML Sodium Chloride 9 MG/ML Injection Box of 50 by Fresenius,RxNorm Extension,ns,saline
43259553,OMOP567090,100 ML Sodium Chloride 9 MG/ML Injection Box of 55,RxNorm Extension,ns,saline
43264983,OMOP567105,100 ML Sodium Chloride 9 MG/ML Injection Box of 55 by Fresenius,RxNorm Extension,ns,saline
36896477,OMOP998829,100 ML Sodium Chloride 9 MG/ML Injection Box of 60,RxNorm Extension,ns,saline
43276023,OMOP567106,100 ML Sodium Chloride 9 MG/ML Injection Box of 60 by Fresenius,RxNorm Extension,ns,saline
43281360,OMOP567093,100 ML Sodium Chloride 9 MG/ML Injection by Baxter,RxNorm Extension,ns,saline
43259554,OMOP567096,100 ML Sodium Chloride 9 MG/ML Injection by Braun,RxNorm Extension,ns,saline
43264981,OMOP567094,100 ML Sodium Chloride 9 MG/ML Injection by Fresenius,RxNorm Extension,ns,saline
43286824,OMOP567095,100 ML Sodium Chloride 9 MG/ML Injection by Pfizer,RxNorm Extension,ns,saline
43292209,OMOP567107,100 ML Sodium Chloride 9 MG/ML Injection by Phebra,RxNorm Extension,ns,saline
35415032,OMOP1148617,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM A],RxNorm Extension,ns,saline
35415031,OMOP1148616,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM A] Box of 1,RxNorm Extension,ns,saline
35414953,OMOP1148538,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM A] Box of 20,RxNorm Extension,ns,saline
35414919,OMOP1148504,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM AGUETTANT],RxNorm Extension,ns,saline
35414917,OMOP1148502,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM AGUETTANT] Box of 1,RxNorm Extension,ns,saline
35414890,OMOP1148475,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM AGUETTANT] Box of 1 by Aguettant,RxNorm Extension,ns,saline
35414977,OMOP1148562,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,ns,saline
35414976,OMOP1148561,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 1,RxNorm Extension,ns,saline
35414857,OMOP1148442,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 1 by Fresenius,RxNorm Extension,ns,saline
35414952,OMOP1148537,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 40,RxNorm Extension,ns,saline
35414965,OMOP1148550,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 40 by Fresenius,RxNorm Extension,ns,saline
35415039,OMOP1148624,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,ns,saline
35414974,OMOP1148559,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,ns,saline
35415004,OMOP1148589,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,ns,saline
35415002,OMOP1148587,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10,RxNorm Extension,ns,saline
35414908,OMOP1148493,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais,RxNorm Extension,ns,saline
35414940,OMOP1148525,100 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,ns,saline
35414866,OMOP1148451,100 ML Sodium Chloride 9 MG/ML Injection [SODIUM CHLORURE],RxNorm Extension,ns,saline
35414865,OMOP1148450,100 ML Sodium Chloride 9 MG/ML Injection [SODIUM CHLORURE] Box of 1,RxNorm Extension,ns,saline
44135256,OMOP1129887,100 ML Sodium Chloride 9 MG/ML Intravenous Solution,RxNorm Extension,ns,saline
44135138,OMOP1129769,100 ML Sodium Chloride 9 MG/ML Intravenous Solution by Fresenius,RxNorm Extension,ns,saline
21088752,OMOP323171,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe,RxNorm Extension,ns,saline
21029928,OMOP323175,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1,RxNorm Extension,ns,saline
43143071,OMOP428226,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 10,RxNorm Extension,ns,saline
43043188,OMOP4858204,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 10 by Chaix Et Du Marais,RxNorm Extension,ns,saline
21167458,OMOP323177,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1 by A A H,RxNorm Extension,ns,saline
21029929,OMOP323176,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1 by Alliance,RxNorm Extension,ns,saline
43187164,OMOP428256,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1 by Bioluz,RxNorm Extension,ns,saline
43176249,OMOP428233,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1 by Braun,RxNorm Extension,ns,saline
43198209,OMOP428257,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1 by Maco,RxNorm Extension,ns,saline
36896358,OMOP996553,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 20,RxNorm Extension,ns,saline
43043189,OMOP4858205,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 20 by B.Braun,RxNorm Extension,ns,saline
43220046,OMOP428235,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 20 by Braun,RxNorm Extension,ns,saline
43198204,OMOP428227,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 24,RxNorm Extension,ns,saline
21137855,OMOP323178,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 25,RxNorm Extension,ns,saline
21157666,OMOP323179,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 25 by Hameln,RxNorm Extension,ns,saline
43143072,OMOP428228,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 40,RxNorm Extension,ns,saline
43043190,OMOP4858206,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 40 by Fresenius,RxNorm Extension,ns,saline
36896280,OMOP1006351,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 50,RxNorm Extension,ns,saline
43198205,OMOP428229,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 50 by Baxter,RxNorm Extension,ns,saline
21108489,OMOP323174,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by A A H,RxNorm Extension,ns,saline
21137854,OMOP323173,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Alliance,RxNorm Extension,ns,saline
43043184,OMOP4858200,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Baxter,RxNorm Extension,ns,saline
43043182,OMOP4858198,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by B.Braun,RxNorm Extension,ns,saline
43043187,OMOP4858203,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Bioluz,RxNorm Extension,ns,saline
43043185,OMOP4858201,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Chaix Et Du Marais,RxNorm Extension,ns,saline
43043183,OMOP4858199,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Fresenius,RxNorm Extension,ns,saline
21157665,OMOP323172,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Hameln,RxNorm Extension,ns,saline
43043186,OMOP4858202,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Maco,RxNorm Extension,ns,saline
43209030,OMOP428230,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM A],RxNorm Extension,ns,saline
43209031,OMOP428231,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM A] Box of 1,RxNorm Extension,ns,saline
43209032,OMOP428234,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM A] Box of 20,RxNorm Extension,ns,saline
43143073,OMOP428236,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM AGUETTANT],RxNorm Extension,ns,saline
43165217,OMOP428237,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM AGUETTANT] Box of 1,RxNorm Extension,ns,saline
43209033,OMOP428238,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM AGUETTANT] Box of 1 by Aguettant,RxNorm Extension,ns,saline
43187159,OMOP428239,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,ns,saline
43187160,OMOP428241,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS] Box of 1,RxNorm Extension,ns,saline
43187161,OMOP428242,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS] Box of 1 by Fresenius,RxNorm Extension,ns,saline
43176250,OMOP428244,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS] Box of 40,RxNorm Extension,ns,saline
43143074,OMOP428245,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS] Box of 40 by Fresenius,RxNorm Extension,ns,saline
43198206,OMOP428240,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,ns,saline
43209034,OMOP428246,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,ns,saline
43187162,OMOP428247,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,ns,saline
43198207,OMOP428249,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 10,RxNorm Extension,ns,saline
43220047,OMOP428250,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais,RxNorm Extension,ns,saline
43187163,OMOP428248,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,ns,saline
43154236,OMOP428251,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 24,RxNorm Extension,ns,saline
43176251,OMOP428252,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 24 by Chaix Et Du Marais,RxNorm Extension,ns,saline
21088753,OMOP323185,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [OptiFlo S saline],RxNorm Extension,ns,saline
21147717,OMOP323186,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [OptiFlo S saline] by Bard,RxNorm Extension,ns,saline
43198208,OMOP428253,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [SODIUM CHLORURE],RxNorm Extension,ns,saline
43209035,OMOP428255,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [SODIUM CHLORURE] Box of 1,RxNorm Extension,ns,saline
21079070,OMOP323182,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uriflex S],RxNorm Extension,ns,saline
21069304,OMOP323183,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uriflex S] by Coloplast,RxNorm Extension,ns,saline
21128016,OMOP323187,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uriflex SP],RxNorm Extension,ns,saline
21177223,OMOP323188,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uriflex SP] by Coloplast,RxNorm Extension,ns,saline
21029930,OMOP323189,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uro-Tainer],RxNorm Extension,ns,saline
21177224,OMOP323190,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uro-Tainer] by B.Braun,RxNorm Extension,ns,saline
21128015,OMOP323180,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uro-Tainer M],RxNorm Extension,ns,saline
21039756,OMOP323181,100 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Uro-Tainer M] by B.Braun,RxNorm Extension,ns,saline
2025711,OMOP4924299,100 ML sodium chloride 9 MG/ML / tobramycin 0.8 MG/ML Injectable Solution,RxNorm Extension,ns,saline
2025712,OMOP4924300,100 ML sodium chloride 9 MG/ML / tobramycin 0.8 MG/ML Injectable Solution by JW,RxNorm Extension,ns,saline
2025856,OMOP4924451,100 ML sodium chloride 9 MG/ML / vancomycin 10 MG/ML Injectable Solution,RxNorm Extension,ns,saline
2025857,OMOP4924452,100 ML sodium chloride 9 MG/ML / vancomycin 10 MG/ML Injectable Solution [VANCO KIT],RxNorm Extension,ns,saline
2025858,OMOP4924453,100 ML sodium chloride 9 MG/ML / vancomycin 10 MG/ML Injectable Solution [VANCO KIT] by UK Chemipharm,RxNorm Extension,ns,saline
35415134,OMOP1148719,125 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,ns,saline
35415139,OMOP1148724,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1,RxNorm Extension,ns,saline
35787772,OMOP2789233,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by Special Order,RxNorm Extension,ns,saline
35415133,OMOP1148718,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 24,RxNorm Extension,ns,saline
43043469,OMOP4858484,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 24 by Chaix Et Du Marais,RxNorm Extension,ns,saline
43043468,OMOP4858483,125 ML Sodium Chloride 9 MG/ML Injectable Solution by Chaix Et Du Marais,RxNorm Extension,ns,saline
43043467,OMOP4858482,125 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius,RxNorm Extension,ns,saline
35787751,OMOP2789212,125 ML Sodium Chloride 9 MG/ML Injectable Solution by Special Order,RxNorm Extension,ns,saline
35415125,OMOP1148710,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,ns,saline
35415116,OMOP1148701,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,ns,saline
35415110,OMOP1148695,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,ns,saline
35415118,OMOP1148703,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,ns,saline
35415128,OMOP1148713,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,ns,saline
35415103,OMOP1148688,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 24,RxNorm Extension,ns,saline
35415122,OMOP1148707,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 24 by Chaix Et Du Marais,RxNorm Extension,ns,saline
42482737,OMOP420370,125 ML Sodium Chloride 9 MG/ML Injection,RxNorm Extension,ns,saline
21039853,OMOP325237,125 ML Sodium Chloride 9 MG/ML Injection Box of 1,RxNorm Extension,ns,saline
21049650,OMOP325238,125 ML Sodium Chloride 9 MG/ML Injection Box of 1 by Special Order,RxNorm Extension,ns,saline
35415132,OMOP1148717,125 ML Sodium Chloride 9 MG/ML Injection Box of 24,RxNorm Extension,ns,saline
21167557,OMOP325236,125 ML Sodium Chloride 9 MG/ML Injection by Special Order,RxNorm Extension,ns,saline
35415140,OMOP1148725,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,ns,saline
35415121,OMOP1148706,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,ns,saline
35415124,OMOP1148709,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,ns,saline
35415123,OMOP1148708,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,ns,saline
35415115,OMOP1148700,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,ns,saline
35415117,OMOP1148702,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 24,RxNorm Extension,ns,saline
35415131,OMOP1148716,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 24 by Chaix Et Du Marais,RxNorm Extension,ns,saline
968475,727634,125 ML sodium chloride 9 MG/ML Prefilled Syringe,RxNorm,ns,saline
36896535,OMOP990829,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1,RxNorm Extension,ns,saline
43811785,OMOP842481,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 10,RxNorm Extension,ns,saline
43143144,OMOP428875,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 1 by Fresenius,RxNorm Extension,ns,saline
43176314,OMOP428864,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 24,RxNorm Extension,ns,saline
43043472,OMOP4858487,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe Box of 24 by Chaix Et Du Marais,RxNorm Extension,ns,saline
43043471,OMOP4858486,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Chaix Et Du Marais,RxNorm Extension,ns,saline
43043470,OMOP4858485,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe by Fresenius,RxNorm Extension,ns,saline
43154304,OMOP428865,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,ns,saline
43220110,OMOP428866,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,ns,saline
43198278,OMOP428867,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,ns,saline
43154305,OMOP428868,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,ns,saline
43143143,OMOP428869,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,ns,saline
43198279,OMOP428870,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 24,RxNorm Extension,ns,saline
43198280,OMOP428871,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [CHLORURE DE SODIUM LAVOISIER] Box of 24 by Chaix Et Du Marais,RxNorm Extension,ns,saline
43595832,OMOP842482,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Natriumchlorid Mallinckrodt],RxNorm Extension,ns,saline
43613788,OMOP842484,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Natriumchlorid Mallinckrodt] Box of 10,RxNorm Extension,ns,saline
43793655,OMOP842485,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Natriumchlorid Mallinckrodt] Box of 10 by Mallinckrodt,RxNorm Extension,ns,saline
43650055,OMOP842483,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [Natriumchlorid Mallinckrodt] by Mallinckrodt,RxNorm Extension,ns,saline
43220111,OMOP428872,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [SOLUTION INJECTABLE DE CHLORURE DE SODIUM A],RxNorm Extension,ns,saline
43176315,OMOP428873,125 ML Sodium Chloride 9 MG/ML Prefilled Syringe [SOLUTION INJECTABLE DE CHLORURE DE SODIUM A] Box of 1,RxNorm Extension,ns,saline
21157814,OMOP325940,150 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,ns,saline
21177340,OMOP325942,150 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1,RxNorm Extension,ns,saline
21069436,OMOP325943,150 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by Baxter,RxNorm Extension,ns,saline
21049685,OMOP325944,150 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 30,RxNorm Extension,ns,saline
21039892,OMOP325945,150 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 30 by Baxter,RxNorm Extension,ns,saline
21128138,OMOP325941,150 ML Sodium Chloride 9 MG/ML Injectable Solution by Baxter,RxNorm Extension,ns,saline
2025418,OMOP4924005,150 ML sodium chloride 9 MG/ML Injectable Solution by Daihan,RxNorm Extension,ns,saline
42919008,OMOP4645884,150 ML Sodium Chloride 9 MG/ML Injectable Solution [ISOTONIC SODIUM CHLORIDE DAEHAN],RxNorm Extension,ns,saline
2025419,OMOP4924006,150 ML sodium chloride 9 MG/ML Injectable Solution [JW NORMAL SALINE],RxNorm Extension,ns,saline
2025420,OMOP4924007,150 ML sodium chloride 9 MG/ML Injectable Solution [JW NORMAL SALINE] by JW,RxNorm Extension,ns,saline
40221381,1807627,150 ML sodium chloride 9 MG/ML Injection,RxNorm,ns,saline
43868720,OMOP878508,1590 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,ns,saline
43796325,OMOP878510,1590 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 4,RxNorm Extension,ns,saline
43598453,OMOP878511,1590 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 4 by Baxter,RxNorm Extension,ns,saline
43598452,OMOP878509,1590 ML Sodium Chloride 9 MG/ML Injectable Solution by Baxter,RxNorm Extension,ns,saline
42482478,OMOP417400,1 ML Glucose 40 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,ns,saline
42480703,OMOP417402,1 ML Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,ns,saline
21099148,OMOP331194,2000 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,ns,saline
42481776,OMOP418191,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1,RxNorm Extension,ns,saline
35418312,OMOP1151897,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by Maco,RxNorm Extension,ns,saline
35418318,OMOP1151903,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by MACO PHARMA,RxNorm Extension,ns,saline
35418331,OMOP1151916,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 4,RxNorm Extension,ns,saline
43044559,OMOP4859566,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 4 by B.Braun,RxNorm Extension,ns,saline
35418306,OMOP1151891,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5,RxNorm Extension,ns,saline
43044560,OMOP4859567,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5 by Aguettant,RxNorm Extension,ns,saline
35418314,OMOP1151899,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 6,RxNorm Extension,ns,saline
35418308,OMOP1151893,2000 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 6 by Baxter,RxNorm Extension,ns,saline
35418328,OMOP1151913,2000 ML Sodium Chloride 9 MG/ML Injectable Solution by Baxter,RxNorm Extension,ns,saline
43044557,OMOP4859564,2000 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius,RxNorm Extension,ns,saline
21148183,OMOP331195,2000 ML Sodium Chloride 9 MG/ML Injectable Solution by J M Loveridge,RxNorm Extension,ns,saline
43044558,OMOP4859565,2000 ML Sodium Chloride 9 MG/ML Injectable Solution by Maco,RxNorm Extension,ns,saline
35418311,OMOP1151896,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM A],RxNorm Extension,ns,saline
35418307,OMOP1151892,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM A] Box of 6,RxNorm Extension,ns,saline
35418324,OMOP1151909,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM AGUETTANT],RxNorm Extension,ns,saline
35418316,OMOP1151901,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM AGUETTANT] Box of 5,RxNorm Extension,ns,saline
35418309,OMOP1151894,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM AGUETTANT] Box of 5 by Aguettant,RxNorm Extension,ns,saline
35418333,OMOP1151918,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,ns,saline
35418340,OMOP1151925,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 1,RxNorm Extension,ns,saline
35418337,OMOP1151922,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 1 by Fresenius,RxNorm Extension,ns,saline
35418322,OMOP1151907,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS MEDICAL CARE],RxNorm Extension,ns,saline
35418315,OMOP1151900,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS MEDICAL CARE] Box of 1,RxNorm Extension,ns,saline
35418300,OMOP1151885,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS MEDICAL CARE] Box of 1 by Fresenius,RxNorm Extension,ns,saline
35418302,OMOP1151887,2000 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PERFUFLAC],RxNorm Extension,ns,saline
